t,event_type,task_id,robot_id,payload_json
74.000,ANNOUNCE,survey-00-0043,r00,"{""deadline"":75.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,0.2],""sender"":""r00"",""t"":74.0,""t_ref"":7.5,""task_id"":""survey-00-0043"",""type"":""survey""}"
74.000,ANNOUNCE,survey-14-0044,r00,"{""deadline"":75.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.0],""sender"":""r00"",""t"":74.0,""t_ref"":29.0,""task_id"":""survey-14-0044"",""type"":""survey""}"
74.000,ANNOUNCE,survey-10-0045,r03,"{""deadline"":75.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.0],""sender"":""r03"",""t"":74.0,""t_ref"":53.0,""task_id"":""survey-10-0045"",""type"":""survey""}"
75.000,FAILED,survey-00-0043,r00,{}
75.000,FAILED,survey-14-0044,r00,{}
75.000,FAILED,survey-10-0045,r03,{}
75.000,ANNOUNCE,survey-04-0046,r04,"{""deadline"":76.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,0.2],""sender"":""r04"",""t"":75.0,""t_ref"":11.5,""task_id"":""survey-04-0046"",""type"":""survey""}"
75.300,DONE,survey-17-0033,r06,"{""sender"":""r06"",""t"":75.3,""task_id"":""survey-17-0033""}"
76.000,ANNOUNCE,survey-02-0047,r02,"{""deadline"":77.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,0.2],""sender"":""r02"",""t"":76.0,""t_ref"":13.5,""task_id"":""survey-02-0047"",""type"":""survey""}"
76.000,ANNOUNCE,survey-13-0048,r06,"{""deadline"":77.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.0],""sender"":""r06"",""t"":76.0,""t_ref"":34.0,""task_id"":""survey-13-0048"",""type"":""survey""}"
76.000,ANNOUNCE,survey-04-0046,r04,"{""deadline"":77.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,0.2],""sender"":""r04"",""t"":76.0,""t_ref"":11.5,""task_id"":""survey-04-0046"",""type"":""survey""}"
76.100,BID,survey-02-0047,r06,"{""cost"":0.41511599812175026,""sender"":""r06"",""t"":76.1,""task_id"":""survey-02-0047""}"
76.900,DONE,roi-000,r00,"{""sender"":""r00"",""t"":76.9,""task_id"":""roi-000""}"
77.000,AWARD,survey-02-0047,r02,"{""sender"":""r02"",""t"":77.0,""task_id"":""survey-02-0047"",""winners"":[""r06""]}"
77.000,FAILED,survey-04-0046,r04,{}
77.000,ANNOUNCE,survey-13-0048,r06,"{""deadline"":78.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.0],""sender"":""r06"",""t"":77.0,""t_ref"":34.0,""task_id"":""survey-13-0048"",""type"":""survey""}"
77.100,BID,survey-13-0048,r02,"{""cost"":0.3273190316126655,""sender"":""r02"",""t"":77.1,""task_id"":""survey-13-0048""}"
78.000,ANNOUNCE,survey-01-0049,r01,"{""deadline"":79.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,0.2],""sender"":""r01"",""t"":78.0,""t_ref"":14.5,""task_id"":""survey-01-0049"",""type"":""survey""}"
78.000,ANNOUNCE,survey-03-0050,r03,"{""deadline"":79.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,0.2],""sender"":""r03"",""t"":78.0,""t_ref"":15.0,""task_id"":""survey-03-0050"",""type"":""survey""}"
78.000,AWARD,survey-13-0048,r06,"{""sender"":""r06"",""t"":78.0,""task_id"":""survey-13-0048"",""winners"":[""r02""]}"
78.100,BID,survey-03-0050,r05,"{""cost"":0.3215123746321234,""sender"":""r05"",""t"":78.1,""task_id"":""survey-03-0050""}"
78.200,DONE,survey-21-0038,r03,"{""sender"":""r03"",""t"":78.2,""task_id"":""survey-21-0038""}"
79.000,ANNOUNCE,survey-01-0049,r01,"{""deadline"":80.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,0.2],""sender"":""r01"",""t"":79.0,""t_ref"":14.5,""task_id"":""survey-01-0049"",""type"":""survey""}"
79.000,AWARD,survey-03-0050,r03,"{""sender"":""r03"",""t"":79.0,""task_id"":""survey-03-0050"",""winners"":[""r05""]}"
79.100,BID,survey-01-0049,r03,"{""cost"":0.5555706348432753,""sender"":""r03"",""t"":79.1,""task_id"":""survey-01-0049""}"
80.000,ANNOUNCE,survey-08-0051,r01,"{""deadline"":81.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,0.6000000000000001],""sender"":""r01"",""t"":80.0,""t_ref"":39.0,""task_id"":""survey-08-0051"",""type"":""survey""}"
80.000,AWARD,survey-01-0049,r01,"{""sender"":""r01"",""t"":80.0,""task_id"":""survey-01-0049"",""winners"":[""r03""]}"
80.500,DONE,survey-22-0039,r01,"{""sender"":""r01"",""t"":80.5,""task_id"":""survey-22-0039""}"
80.600,DONE,survey-18-0036,r04,"{""sender"":""r04"",""t"":80.6,""task_id"":""survey-18-0036""}"
81.000,ANNOUNCE,survey-08-0051,r01,"{""deadline"":82.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,0.6000000000000001],""sender"":""r01"",""t"":81.0,""t_ref"":39.0,""task_id"":""survey-08-0051"",""type"":""survey""}"
81.100,BID,survey-08-0051,r01,"{""cost"":0.43770730444975064,""sender"":""r01"",""t"":81.1,""task_id"":""survey-08-0051""}"
81.100,BID,survey-08-0051,r04,"{""cost"":0.28108124879623514,""sender"":""r04"",""t"":81.1,""task_id"":""survey-08-0051""}"
82.000,ANNOUNCE,survey-09-0052,r02,"{""deadline"":83.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,0.6000000000000001],""sender"":""r02"",""t"":82.0,""t_ref"":19.0,""task_id"":""survey-09-0052"",""type"":""survey""}"
82.000,AWARD,survey-08-0051,r01,"{""sender"":""r01"",""t"":82.0,""task_id"":""survey-08-0051"",""winners"":[""r04""]}"
82.100,BID,survey-09-0052,r01,"{""cost"":0.49727843484737627,""sender"":""r01"",""t"":82.1,""task_id"":""survey-09-0052""}"
83.000,AWARD,survey-09-0052,r02,"{""sender"":""r02"",""t"":83.0,""task_id"":""survey-09-0052"",""winners"":[""r01""]}"
84.000,DETECTED,roi-023,r02,"{""event_created_at"":65.69796802727353,""latency"":18.302031972726468}"
84.000,ANNOUNCE,roi-023,r02,"{""deadline"":85.0,""duration"":15.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.6,""pos"":[1.189013790557617,0.6121692538581189],""sender"":""r02"",""t"":84.0,""t_ref"":84.0,""task_id"":""roi-023"",""type"":""guard""}"
84.100,BID,roi-023,r00,"{""cost"":0.43047207060118653,""sender"":""r00"",""t"":84.1,""task_id"":""roi-023""}"
84.100,BID,roi-023,r01,"{""cost"":0.3879055037250663,""sender"":""r01"",""t"":84.1,""task_id"":""roi-023""}"
84.100,BID,roi-023,r02,"{""cost"":0.09953646901597525,""sender"":""r02"",""t"":84.1,""task_id"":""roi-023""}"
84.100,BID,roi-023,r03,"{""cost"":0.38986408413551304,""sender"":""r03"",""t"":84.1,""task_id"":""roi-023""}"
84.100,BID,roi-023,r04,"{""cost"":0.26292070959266967,""sender"":""r04"",""t"":84.1,""task_id"":""roi-023""}"
84.100,BID,roi-023,r05,"{""cost"":0.12907379840891844,""sender"":""r05"",""t"":84.1,""task_id"":""roi-023""}"
84.100,BID,roi-023,r06,"{""cost"":0.1215133985442938,""sender"":""r06"",""t"":84.1,""task_id"":""roi-023""}"
85.000,AWARD,roi-023,r02,"{""sender"":""r02"",""t"":85.0,""task_id"":""roi-023"",""winners"":[""r02""]}"
85.100,RELEASE,survey-13-0048,r02,"{""reason"":""preempted"",""sender"":""r02"",""t"":85.1,""task_id"":""survey-13-0048""}"
85.200,ANNOUNCE,survey-13-0048,r06,"{""deadline"":86.2,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.0],""sender"":""r06"",""t"":85.2,""t_ref"":34.0,""task_id"":""survey-13-0048"",""type"":""survey""}"
86.000,ANNOUNCE,survey-05-0053,r05,"{""deadline"":87.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,0.6000000000000001],""sender"":""r05"",""t"":86.0,""t_ref"":66.0,""task_id"":""survey-05-0053"",""type"":""survey""}"
86.200,ANNOUNCE,survey-13-0048,r06,"{""deadline"":87.2,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.0],""sender"":""r06"",""t"":86.2,""t_ref"":34.0,""task_id"":""survey-13-0048"",""type"":""survey""}"
87.000,ANNOUNCE,survey-05-0053,r05,"{""deadline"":88.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,0.6000000000000001],""sender"":""r05"",""t"":87.0,""t_ref"":66.0,""task_id"":""survey-05-0053"",""type"":""survey""}"
87.200,ANNOUNCE,survey-13-0048,r06,"{""deadline"":88.2,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.0],""sender"":""r06"",""t"":87.2,""t_ref"":34.0,""task_id"":""survey-13-0048"",""type"":""survey""}"
87.500,DETECTED,roi-001,r05,"{""event_created_at"":55.480902447319544,""latency"":32.019097552680456}"
87.500,ANNOUNCE,roi-001,r05,"{""deadline"":88.5,""duration"":15.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.6,""pos"":[1.342573203097012,0.1722898936752511],""sender"":""r05"",""t"":87.5,""t_ref"":87.5,""task_id"":""roi-001"",""type"":""guard""}"
87.600,BID,roi-001,r00,"{""cost"":0.46416769799502977,""sender"":""r00"",""t"":87.6,""task_id"":""roi-001""}"
87.600,BID,roi-001,r01,"{""cost"":0.4682798821921865,""sender"":""r01"",""t"":87.6,""task_id"":""roi-001""}"
87.600,BID,roi-001,r02,"{""cost"":0.3763829149132265,""sender"":""r02"",""t"":87.6,""task_id"":""roi-001""}"
87.600,BID,roi-001,r03,"{""cost"":0.46618609696934576,""sender"":""r03"",""t"":87.6,""task_id"":""roi-001""}"
87.600,BID,roi-001,r04,"{""cost"":0.31238930320892205,""sender"":""r04"",""t"":87.6,""task_id"":""roi-001""}"
87.600,BID,roi-001,r05,"{""cost"":0.09683160404428252,""sender"":""r05"",""t"":87.6,""task_id"":""roi-001""}"
87.600,BID,roi-001,r06,"{""cost"":0.19823042598124285,""sender"":""r06"",""t"":87.6,""task_id"":""roi-001""}"
88.000,ANNOUNCE,survey-05-0053,r05,"{""deadline"":89.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,0.6000000000000001],""sender"":""r05"",""t"":88.0,""t_ref"":66.0,""task_id"":""survey-05-0053"",""type"":""survey""}"
88.200,FAILED,survey-13-0048,r06,{}
88.500,AWARD,roi-001,r05,"{""sender"":""r05"",""t"":88.5,""task_id"":""roi-001"",""winners"":[""r05""]}"
89.000,FAILED,survey-05-0053,r05,{}
90.000,ANNOUNCE,survey-20-0054,r06,"{""deadline"":91.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.8],""sender"":""r06"",""t"":90.0,""t_ref"":0.0,""task_id"":""survey-20-0054"",""type"":""survey""}"
91.000,ANNOUNCE,survey-20-0054,r06,"{""deadline"":92.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.8],""sender"":""r06"",""t"":91.0,""t_ref"":0.0,""task_id"":""survey-20-0054"",""type"":""survey""}"
92.000,ANNOUNCE,survey-19-0055,r05,"{""deadline"":93.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.4000000000000001],""sender"":""r05"",""t"":92.0,""t_ref"":0.0,""task_id"":""survey-19-0055"",""type"":""survey""}"
92.000,ANNOUNCE,survey-23-0056,r02,"{""deadline"":93.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.8],""sender"":""r02"",""t"":92.0,""t_ref"":0.0,""task_id"":""survey-23-0056"",""type"":""survey""}"
92.000,ANNOUNCE,survey-24-0057,r03,"{""deadline"":93.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.8],""sender"":""r03"",""t"":92.0,""t_ref"":0.0,""task_id"":""survey-24-0057"",""type"":""survey""}"
92.000,ANNOUNCE,survey-20-0054,r06,"{""deadline"":93.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.8],""sender"":""r06"",""t"":92.0,""t_ref"":0.0,""task_id"":""survey-20-0054"",""type"":""survey""}"
92.500,DETECTED,roi-007,r01,"{""event_created_at"":92.04890553396905,""latency"":0.45109446603095193}"
92.500,ANNOUNCE,roi-007,r01,"{""deadline"":93.5,""duration"":15.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.6,""pos"":[1.2466752337948583,1.2434669556537665],""sender"":""r01"",""t"":92.5,""t_ref"":92.5,""task_id"":""roi-007"",""type"":""guard""}"
92.600,BID,roi-007,r00,"{""cost"":0.5894614973899927,""sender"":""r00"",""t"":92.6,""task_id"":""roi-007""}"
92.600,BID,roi-007,r01,"{""cost"":0.06972347048475312,""sender"":""r01"",""t"":92.6,""task_id"":""roi-007""}"
92.600,BID,roi-007,r02,"{""cost"":0.38465633372581154,""sender"":""r02"",""t"":92.6,""task_id"":""roi-007""}"
92.600,BID,roi-007,r03,"{""cost"":0.27159722772772293,""sender"":""r03"",""t"":92.6,""task_id"":""roi-007""}"
92.600,BID,roi-007,r04,"{""cost"":0.21455185603850974,""sender"":""r04"",""t"":92.6,""task_id"":""roi-007""}"
92.600,BID,roi-007,r05,"{""cost"":0.3671990160092724,""sender"":""r05"",""t"":92.6,""task_id"":""roi-007""}"
93.000,ANNOUNCE,survey-23-0056,r02,"{""deadline"":94.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.8],""sender"":""r02"",""t"":93.0,""t_ref"":0.0,""task_id"":""survey-23-0056"",""type"":""survey""}"
93.000,ANNOUNCE,survey-24-0057,r03,"{""deadline"":94.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.8],""sender"":""r03"",""t"":93.0,""t_ref"":0.0,""task_id"":""survey-24-0057"",""type"":""survey""}"
93.000,ANNOUNCE,survey-19-0055,r05,"{""deadline"":94.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.4000000000000001],""sender"":""r05"",""t"":93.0,""t_ref"":0.0,""task_id"":""survey-19-0055"",""type"":""survey""}"
93.000,FAILED,survey-20-0054,r06,{}
93.000,DONE,survey-03-0050,r05,"{""sender"":""r05"",""t"":93.0,""task_id"":""survey-03-0050""}"
93.100,BID,survey-23-0056,r05,"{""cost"":0.5613333869487069,""sender"":""r05"",""t"":93.1,""task_id"":""survey-23-0056""}"
93.500,AWARD,roi-007,r01,"{""sender"":""r01"",""t"":93.5,""task_id"":""roi-007"",""winners"":[""r01""]}"
93.600,RELEASE,survey-09-0052,r01,"{""reason"":""preempted"",""sender"":""r01"",""t"":93.6,""task_id"":""survey-09-0052""}"
93.700,ANNOUNCE,survey-09-0052,r02,"{""deadline"":94.7,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,0.6000000000000001],""sender"":""r02"",""t"":93.7,""t_ref"":19.0,""task_id"":""survey-09-0052"",""type"":""survey""}"
94.000,ANNOUNCE,survey-00-0058,r00,"{""deadline"":95.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,0.2],""sender"":""r00"",""t"":94.0,""t_ref"":7.5,""task_id"":""survey-00-0058"",""type"":""survey""}"
94.000,ANNOUNCE,survey-14-0059,r00,"{""deadline"":95.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.0],""sender"":""r00"",""t"":94.0,""t_ref"":29.0,""task_id"":""survey-14-0059"",""type"":""survey""}"
94.000,ANNOUNCE,survey-10-0060,r03,"{""deadline"":95.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.0],""sender"":""r03"",""t"":94.0,""t_ref"":53.0,""task_id"":""survey-10-0060"",""type"":""survey""}"
94.000,AWARD,survey-23-0056,r02,"{""sender"":""r02"",""t"":94.0,""task_id"":""survey-23-0056"",""winners"":[""r05""]}"
94.000,ANNOUNCE,survey-24-0057,r03,"{""deadline"":95.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.8],""sender"":""r03"",""t"":94.0,""t_ref"":0.0,""task_id"":""survey-24-0057"",""type"":""survey""}"
94.000,ANNOUNCE,survey-19-0055,r05,"{""deadline"":95.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.4000000000000001],""sender"":""r05"",""t"":94.0,""t_ref"":0.0,""task_id"":""survey-19-0055"",""type"":""survey""}"
94.200,DONE,survey-02-0047,r06,"{""sender"":""r06"",""t"":94.2,""task_id"":""survey-02-0047""}"
94.700,ANNOUNCE,survey-09-0052,r02,"{""deadline"":95.7,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,0.6000000000000001],""sender"":""r02"",""t"":94.7,""t_ref"":19.0,""task_id"":""survey-09-0052"",""type"":""survey""}"
94.800,BID,survey-09-0052,r06,"{""cost"":0.31129025175058406,""sender"":""r06"",""t"":94.8,""task_id"":""survey-09-0052""}"
94.800,DONE,survey-08-0051,r04,"{""sender"":""r04"",""t"":94.8,""task_id"":""survey-08-0051""}"
95.000,ANNOUNCE,survey-00-0058,r00,"{""deadline"":96.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,0.2],""sender"":""r00"",""t"":95.0,""t_ref"":7.5,""task_id"":""survey-00-0058"",""type"":""survey""}"
95.000,ANNOUNCE,survey-14-0059,r00,"{""deadline"":96.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.0],""sender"":""r00"",""t"":95.0,""t_ref"":29.0,""task_id"":""survey-14-0059"",""type"":""survey""}"
95.000,FAILED,survey-24-0057,r03,{}
95.000,ANNOUNCE,survey-10-0060,r03,"{""deadline"":96.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.0],""sender"":""r03"",""t"":95.0,""t_ref"":53.0,""task_id"":""survey-10-0060"",""type"":""survey""}"
95.000,FAILED,survey-19-0055,r05,{}
95.100,BID,survey-14-0059,r04,"{""cost"":0.19264993227733443,""sender"":""r04"",""t"":95.1,""task_id"":""survey-14-0059""}"
95.700,AWARD,survey-09-0052,r02,"{""sender"":""r02"",""t"":95.7,""task_id"":""survey-09-0052"",""winners"":[""r06""]}"
96.000,ANNOUNCE,survey-04-0061,r04,"{""deadline"":97.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,0.2],""sender"":""r04"",""t"":96.0,""t_ref"":11.5,""task_id"":""survey-04-0061"",""type"":""survey""}"
96.000,ANNOUNCE,survey-00-0058,r00,"{""deadline"":97.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,0.2],""sender"":""r00"",""t"":96.0,""t_ref"":7.5,""task_id"":""survey-00-0058"",""type"":""survey""}"
96.000,AWARD,survey-14-0059,r00,"{""sender"":""r00"",""t"":96.0,""task_id"":""survey-14-0059"",""winners"":[""r04""]}"
96.000,ANNOUNCE,survey-10-0060,r03,"{""deadline"":97.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.0],""sender"":""r03"",""t"":96.0,""t_ref"":53.0,""task_id"":""survey-10-0060"",""type"":""survey""}"
96.100,DONE,roi-019,r00,"{""sender"":""r00"",""t"":96.1,""task_id"":""roi-019""}"
97.000,FAILED,survey-00-0058,r00,{}
97.000,FAILED,survey-10-0060,r03,{}
97.000,ANNOUNCE,survey-04-0061,r04,"{""deadline"":98.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,0.2],""sender"":""r04"",""t"":97.0,""t_ref"":11.5,""task_id"":""survey-04-0061"",""type"":""survey""}"
97.100,BID,survey-04-0061,r00,"{""cost"":0.4571294901166077,""sender"":""r00"",""t"":97.1,""task_id"":""survey-04-0061""}"
98.000,AWARD,survey-04-0061,r04,"{""sender"":""r04"",""t"":98.0,""task_id"":""survey-04-0061"",""winners"":[""r00""]}"
102.200,DONE,survey-01-0049,r03,"{""sender"":""r03"",""t"":102.2,""task_id"":""survey-01-0049""}"
103.900,DONE,roi-023,r02,"{""sender"":""r02"",""t"":103.9,""task_id"":""roi-023""}"
104.000,ANNOUNCE,survey-21-0062,r00,"{""deadline"":105.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.8],""sender"":""r00"",""t"":104.0,""t_ref"":84.0,""task_id"":""survey-21-0062"",""type"":""survey""}"
104.100,BID,survey-21-0062,r02,"{""cost"":0.45804720127396514,""sender"":""r02"",""t"":104.1,""task_id"":""survey-21-0062""}"
104.100,BID,survey-21-0062,r03,"{""cost"":0.5408509286414879,""sender"":""r03"",""t"":104.1,""task_id"":""survey-21-0062""}"
105.000,AWARD,survey-21-0062,r00,"{""sender"":""r00"",""t"":105.0,""task_id"":""survey-21-0062"",""winners"":[""r02""]}"
105.700,DONE,survey-14-0059,r04,"{""sender"":""r04"",""t"":105.7,""task_id"":""survey-14-0059""}"
106.000,ANNOUNCE,survey-22-0063,r01,"{""deadline"":107.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.8],""sender"":""r01"",""t"":106.0,""t_ref"":86.5,""task_id"":""survey-22-0063"",""type"":""survey""}"
106.000,ANNOUNCE,survey-12-0064,r05,"{""deadline"":107.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.0],""sender"":""r05"",""t"":106.0,""t_ref"":87.0,""task_id"":""survey-12-0064"",""type"":""survey""}"
106.100,BID,survey-22-0063,r03,"{""cost"":0.5143295890012801,""sender"":""r03"",""t"":106.1,""task_id"":""survey-22-0063""}"
106.100,BID,survey-22-0063,r04,"{""cost"":0.39966826481435097,""sender"":""r04"",""t"":106.1,""task_id"":""survey-22-0063""}"
107.000,AWARD,survey-22-0063,r01,"{""sender"":""r01"",""t"":107.0,""task_id"":""survey-22-0063"",""winners"":[""r04""]}"
107.000,ANNOUNCE,survey-12-0064,r05,"{""deadline"":108.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.0],""sender"":""r05"",""t"":107.0,""t_ref"":87.0,""task_id"":""survey-12-0064"",""type"":""survey""}"
108.000,ANNOUNCE,survey-05-0065,r05,"{""deadline"":109.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,0.6000000000000001],""sender"":""r05"",""t"":108.0,""t_ref"":66.0,""task_id"":""survey-05-0065"",""type"":""survey""}"
108.000,ANNOUNCE,survey-17-0066,r03,"{""deadline"":109.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.4000000000000001],""sender"":""r03"",""t"":108.0,""t_ref"":89.5,""task_id"":""survey-17-0066"",""type"":""survey""}"
108.000,ANNOUNCE,survey-12-0064,r05,"{""deadline"":109.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.0],""sender"":""r05"",""t"":108.0,""t_ref"":87.0,""task_id"":""survey-12-0064"",""type"":""survey""}"
108.100,BID,survey-17-0066,r03,"{""cost"":0.34482251269700337,""sender"":""r03"",""t"":108.1,""task_id"":""survey-17-0066""}"
109.000,AWARD,survey-17-0066,r03,"{""sender"":""r03"",""t"":109.0,""task_id"":""survey-17-0066"",""winners"":[""r03""]}"
109.000,FAILED,survey-12-0064,r05,{}
109.000,ANNOUNCE,survey-05-0065,r05,"{""deadline"":110.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,0.6000000000000001],""sender"":""r05"",""t"":109.0,""t_ref"":66.0,""task_id"":""survey-05-0065"",""type"":""survey""}"
109.700,DONE,survey-09-0052,r06,"{""sender"":""r06"",""t"":109.7,""task_id"":""survey-09-0052""}"
110.000,ANNOUNCE,survey-05-0065,r05,"{""deadline"":111.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,0.6000000000000001],""sender"":""r05"",""t"":110.0,""t_ref"":66.0,""task_id"":""survey-05-0065"",""type"":""survey""}"
110.100,BID,survey-05-0065,r06,"{""cost"":0.5557230967418545,""sender"":""r06"",""t"":110.1,""task_id"":""survey-05-0065""}"
111.000,AWARD,survey-05-0065,r05,"{""sender"":""r05"",""t"":111.0,""task_id"":""survey-05-0065"",""winners"":[""r06""]}"
111.100,RELEASE,survey-15-0001,r01,"{""reason"":""coordination_timeout"",""sender"":""r01"",""t"":111.1,""task_id"":""survey-15-0001""}"
111.100,ANNOUNCE,survey-15-0001,r01,"{""deadline"":112.1,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.4000000000000001],""sender"":""r01"",""t"":111.1,""t_ref"":0.0,""task_id"":""survey-15-0001"",""type"":""survey""}"
111.100,RELEASE,survey-16-0002,r02,"{""reason"":""coordination_timeout"",""sender"":""r02"",""t"":111.1,""task_id"":""survey-16-0002""}"
111.100,ANNOUNCE,survey-16-0002,r02,"{""deadline"":112.1,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.4000000000000001],""sender"":""r02"",""t"":111.1,""t_ref"":0.0,""task_id"":""survey-16-0002"",""type"":""survey""}"
112.000,ANNOUNCE,survey-20-0067,r06,"{""deadline"":113.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.8],""sender"":""r06"",""t"":112.0,""t_ref"":0.0,""task_id"":""survey-20-0067"",""type"":""survey""}"
