t,event_type,task_id,robot_id,payload_json
210.000,ANNOUNCE,survey-23-0124,r02,"{""deadline"":211.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.8],""sender"":""r02"",""t"":210.0,""t_ref"":121.5,""task_id"":""survey-23-0124"",""type"":""survey""}"
210.000,ANNOUNCE,survey-05-0125,r05,"{""deadline"":211.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,0.6000000000000001],""sender"":""r05"",""t"":210.0,""t_ref"":168.5,""task_id"":""survey-05-0125"",""type"":""survey""}"
210.000,ANNOUNCE,survey-01-0123,r01,"{""deadline"":211.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,0.2],""sender"":""r01"",""t"":210.0,""t_ref"":166.5,""task_id"":""survey-01-0123"",""type"":""survey""}"
210.000,ANNOUNCE,survey-24-0122,r03,"{""deadline"":211.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.8],""sender"":""r03"",""t"":210.0,""t_ref"":0.0,""task_id"":""survey-24-0122"",""type"":""survey""}"
210.100,ANNOUNCE,survey-00-0070,r00,"{""deadline"":211.1,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,0.2],""sender"":""r00"",""t"":210.1,""t_ref"":7.5,""task_id"":""survey-00-0070"",""type"":""survey""}"
211.000,FAILED,survey-01-0123,r01,{}
211.000,ANNOUNCE,survey-23-0124,r02,"{""deadline"":212.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.8],""sender"":""r02"",""t"":211.0,""t_ref"":121.5,""task_id"":""survey-23-0124"",""type"":""survey""}"
211.000,FAILED,survey-24-0122,r03,{}
211.000,ANNOUNCE,survey-05-0125,r05,"{""deadline"":212.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,0.6000000000000001],""sender"":""r05"",""t"":211.0,""t_ref"":168.5,""task_id"":""survey-05-0125"",""type"":""survey""}"
211.100,FAILED,survey-00-0070,r00,{}
212.000,ANNOUNCE,survey-23-0124,r02,"{""deadline"":213.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.8],""sender"":""r02"",""t"":212.0,""t_ref"":121.5,""task_id"":""survey-23-0124"",""type"":""survey""}"
212.000,ANNOUNCE,survey-05-0125,r05,"{""deadline"":213.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,0.6000000000000001],""sender"":""r05"",""t"":212.0,""t_ref"":168.5,""task_id"":""survey-05-0125"",""type"":""survey""}"
213.000,FAILED,survey-23-0124,r02,{}
213.000,FAILED,survey-05-0125,r05,{}
214.000,ANNOUNCE,survey-21-0126,r00,"{""deadline"":215.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.8],""sender"":""r00"",""t"":214.0,""t_ref"":139.0,""task_id"":""survey-21-0126"",""type"":""survey""}"
214.000,ANNOUNCE,survey-09-0127,r02,"{""deadline"":215.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,0.6000000000000001],""sender"":""r02"",""t"":214.0,""t_ref"":150.0,""task_id"":""survey-09-0127"",""type"":""survey""}"
214.900,DONE,roi-022,r05,"{""sender"":""r05"",""t"":214.9,""task_id"":""roi-022""}"
215.000,ANNOUNCE,survey-21-0126,r00,"{""deadline"":216.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.8],""sender"":""r00"",""t"":215.0,""t_ref"":139.0,""task_id"":""survey-21-0126"",""type"":""survey""}"
215.000,ANNOUNCE,survey-09-0127,r02,"{""deadline"":216.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,0.6000000000000001],""sender"":""r02"",""t"":215.0,""t_ref"":150.0,""task_id"":""survey-09-0127"",""type"":""survey""}"
216.000,ANNOUNCE,survey-04-0128,r04,"{""deadline"":217.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,0.2],""sender"":""r04"",""t"":216.0,""t_ref"":144.0,""task_id"":""survey-04-0128"",""type"":""survey""}"
216.000,ANNOUNCE,survey-11-0129,r04,"{""deadline"":217.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.0],""sender"":""r04"",""t"":216.0,""t_ref"":175.5,""task_id"":""survey-11-0129"",""type"":""survey""}"
216.000,ANNOUNCE,survey-21-0126,r00,"{""deadline"":217.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.8],""sender"":""r00"",""t"":216.0,""t_ref"":139.0,""task_id"":""survey-21-0126"",""type"":""survey""}"
216.000,ANNOUNCE,survey-09-0127,r02,"{""deadline"":217.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,0.6000000000000001],""sender"":""r02"",""t"":216.0,""t_ref"":150.0,""task_id"":""survey-09-0127"",""type"":""survey""}"
217.000,FAILED,survey-21-0126,r00,{}
217.000,FAILED,survey-09-0127,r02,{}
217.000,ANNOUNCE,survey-04-0128,r04,"{""deadline"":218.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,0.2],""sender"":""r04"",""t"":217.0,""t_ref"":144.0,""task_id"":""survey-04-0128"",""type"":""survey""}"
217.000,ANNOUNCE,survey-11-0129,r04,"{""deadline"":218.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.0],""sender"":""r04"",""t"":217.0,""t_ref"":175.5,""task_id"":""survey-11-0129"",""type"":""survey""}"
217.400,DONE,roi-015,r03,"{""sender"":""r03"",""t"":217.4,""task_id"":""roi-015""}"
218.000,ANNOUNCE,survey-16-0130,r02,"{""deadline"":219.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.4000000000000001],""sender"":""r02"",""t"":218.0,""t_ref"":176.5,""task_id"":""survey-16-0130"",""type"":""survey""}"
218.000,ANNOUNCE,survey-04-0128,r04,"{""deadline"":219.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,0.2],""sender"":""r04"",""t"":218.0,""t_ref"":144.0,""task_id"":""survey-04-0128"",""type"":""survey""}"
218.000,ANNOUNCE,survey-11-0129,r04,"{""deadline"":219.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.0],""sender"":""r04"",""t"":218.0,""t_ref"":175.5,""task_id"":""survey-11-0129"",""type"":""survey""}"
218.100,BID,survey-04-0128,r06,"{""cost"":0.4272377802985564,""sender"":""r06"",""t"":218.1,""task_id"":""survey-04-0128""}"
219.000,ANNOUNCE,survey-16-0130,r02,"{""deadline"":220.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.4000000000000001],""sender"":""r02"",""t"":219.0,""t_ref"":176.5,""task_id"":""survey-16-0130"",""type"":""survey""}"
219.000,FAILED,survey-11-0129,r04,{}
219.000,AWARD,survey-04-0128,r04,"{""sender"":""r04"",""t"":219.0,""task_id"":""survey-04-0128"",""winners"":[""r06""]}"
220.000,ANNOUNCE,survey-14-0131,r00,"{""deadline"":221.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.0],""sender"":""r00"",""t"":220.0,""t_ref"":179.0,""task_id"":""survey-14-0131"",""type"":""survey""}"
220.000,ANNOUNCE,survey-16-0130,r02,"{""deadline"":221.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.4000000000000001],""sender"":""r02"",""t"":220.0,""t_ref"":176.5,""task_id"":""survey-16-0130"",""type"":""survey""}"
221.000,ANNOUNCE,survey-14-0131,r00,"{""deadline"":222.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.0],""sender"":""r00"",""t"":221.0,""t_ref"":179.0,""task_id"":""survey-14-0131"",""type"":""survey""}"
221.000,FAILED,survey-16-0130,r02,{}
222.000,ANNOUNCE,survey-15-0132,r01,"{""deadline"":223.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.4000000000000001],""sender"":""r01"",""t"":222.0,""t_ref"":0.0,""task_id"":""survey-15-0132"",""type"":""survey""}"
222.000,ANNOUNCE,survey-14-0131,r00,"{""deadline"":223.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.0],""sender"":""r00"",""t"":222.0,""t_ref"":179.0,""task_id"":""survey-14-0131"",""type"":""survey""}"
223.000,FAILED,survey-14-0131,r00,{}
223.000,ANNOUNCE,survey-15-0132,r01,"{""deadline"":224.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.4000000000000001],""sender"":""r01"",""t"":223.0,""t_ref"":0.0,""task_id"":""survey-15-0132"",""type"":""survey""}"
224.000,ANNOUNCE,survey-22-0133,r01,"{""deadline"":225.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.8],""sender"":""r01"",""t"":224.0,""t_ref"":86.5,""task_id"":""survey-22-0133"",""type"":""survey""}"
224.000,ANNOUNCE,survey-15-0132,r01,"{""deadline"":225.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.4000000000000001],""sender"":""r01"",""t"":224.0,""t_ref"":0.0,""task_id"":""survey-15-0132"",""type"":""survey""}"
225.000,FAILED,survey-15-0132,r01,{}
225.000,ANNOUNCE,survey-22-0133,r01,"{""deadline"":226.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.8],""sender"":""r01"",""t"":225.0,""t_ref"":86.5,""task_id"":""survey-22-0133"",""type"":""survey""}"
225.900,DONE,roi-001,r01,"{""sender"":""r01"",""t"":225.9,""task_id"":""roi-001""}"
226.000,ANNOUNCE,survey-19-0134,r05,"{""deadline"":227.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.4000000000000001],""sender"":""r05"",""t"":226.0,""t_ref"":0.0,""task_id"":""survey-19-0134"",""type"":""survey""}"
226.000,ANNOUNCE,survey-10-0135,r03,"{""deadline"":227.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.0],""sender"":""r03"",""t"":226.0,""t_ref"":53.0,""task_id"":""survey-10-0135"",""type"":""survey""}"
226.000,ANNOUNCE,survey-20-0136,r06,"{""deadline"":227.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.8],""sender"":""r06"",""t"":226.0,""t_ref"":138.0,""task_id"":""survey-20-0136"",""type"":""survey""}"
226.000,ANNOUNCE,survey-22-0133,r01,"{""deadline"":227.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.8],""sender"":""r01"",""t"":226.0,""t_ref"":86.5,""task_id"":""survey-22-0133"",""type"":""survey""}"
226.100,BID,survey-10-0135,r01,"{""cost"":0.49166979257940424,""sender"":""r01"",""t"":226.1,""task_id"":""survey-10-0135""}"
227.000,FAILED,survey-22-0133,r01,{}
227.000,AWARD,survey-10-0135,r03,"{""sender"":""r03"",""t"":227.0,""task_id"":""survey-10-0135"",""winners"":[""r01""]}"
227.000,ANNOUNCE,survey-19-0134,r05,"{""deadline"":228.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.4000000000000001],""sender"":""r05"",""t"":227.0,""t_ref"":0.0,""task_id"":""survey-19-0134"",""type"":""survey""}"
227.000,ANNOUNCE,survey-20-0136,r06,"{""deadline"":228.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.8],""sender"":""r06"",""t"":227.0,""t_ref"":138.0,""task_id"":""survey-20-0136"",""type"":""survey""}"
228.000,ANNOUNCE,survey-19-0134,r05,"{""deadline"":229.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.4000000000000001],""sender"":""r05"",""t"":228.0,""t_ref"":0.0,""task_id"":""survey-19-0134"",""type"":""survey""}"
228.000,ANNOUNCE,survey-20-0136,r06,"{""deadline"":229.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.8],""sender"":""r06"",""t"":228.0,""t_ref"":138.0,""task_id"":""survey-20-0136"",""type"":""survey""}"
228.000,DETECTED,roi-018,r05,"{""event_created_at"":227.56237464125618,""latency"":0.4376253587438157}"
228.000,ANNOUNCE,roi-018,r05,"{""deadline"":229.0,""duration"":15.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.6,""pos"":[0.657213401300583,0.6498346797457903],""sender"":""r05"",""t"":228.0,""t_ref"":228.0,""task_id"":""roi-018"",""type"":""guard""}"
228.100,BID,roi-018,r00,"{""cost"":0.539592166523296,""sender"":""r00"",""t"":228.1,""task_id"":""roi-018""}"
228.100,BID,roi-018,r01,"{""cost"":0.28837929508114485,""sender"":""r01"",""t"":228.1,""task_id"":""roi-018""}"
228.100,BID,roi-018,r02,"{""cost"":0.44104357893934054,""sender"":""r02"",""t"":228.1,""task_id"":""roi-018""}"
228.100,BID,roi-018,r03,"{""cost"":0.33529298152348913,""sender"":""r03"",""t"":228.1,""task_id"":""roi-018""}"
228.100,BID,roi-018,r04,"{""cost"":0.43969506151048454,""sender"":""r04"",""t"":228.1,""task_id"":""roi-018""}"
228.100,BID,roi-018,r05,"{""cost"":0.42139557354385093,""sender"":""r05"",""t"":228.1,""task_id"":""roi-018""}"
228.100,BID,roi-018,r06,"{""cost"":0.2966511223279882,""sender"":""r06"",""t"":228.1,""task_id"":""roi-018""}"
229.000,FAILED,survey-19-0134,r05,{}
229.000,AWARD,roi-018,r05,"{""sender"":""r05"",""t"":229.0,""task_id"":""roi-018"",""winners"":[""r01""]}"
229.000,FAILED,survey-20-0136,r06,{}
229.100,RELEASE,survey-10-0135,r01,"{""reason"":""preempted"",""sender"":""r01"",""t"":229.1,""task_id"":""survey-10-0135""}"
229.200,ANNOUNCE,survey-10-0135,r03,"{""deadline"":230.2,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.0],""sender"":""r03"",""t"":229.2,""t_ref"":53.0,""task_id"":""survey-10-0135"",""type"":""survey""}"
230.000,ANNOUNCE,survey-24-0137,r03,"{""deadline"":231.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.8],""sender"":""r03"",""t"":230.0,""t_ref"":0.0,""task_id"":""survey-24-0137"",""type"":""survey""}"
230.000,ANNOUNCE,survey-00-0138,r00,"{""deadline"":231.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,0.2],""sender"":""r00"",""t"":230.0,""t_ref"":7.5,""task_id"":""survey-00-0138"",""type"":""survey""}"
230.200,ANNOUNCE,survey-10-0135,r03,"{""deadline"":231.2,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.0],""sender"":""r03"",""t"":230.2,""t_ref"":53.0,""task_id"":""survey-10-0135"",""type"":""survey""}"
231.000,ANNOUNCE,survey-00-0138,r00,"{""deadline"":232.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,0.2],""sender"":""r00"",""t"":231.0,""t_ref"":7.5,""task_id"":""survey-00-0138"",""type"":""survey""}"
231.000,ANNOUNCE,survey-24-0137,r03,"{""deadline"":232.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.8],""sender"":""r03"",""t"":231.0,""t_ref"":0.0,""task_id"":""survey-24-0137"",""type"":""survey""}"
231.200,ANNOUNCE,survey-10-0135,r03,"{""deadline"":232.2,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.0],""sender"":""r03"",""t"":231.2,""t_ref"":53.0,""task_id"":""survey-10-0135"",""type"":""survey""}"
232.000,ANNOUNCE,survey-23-0139,r02,"{""deadline"":233.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.8],""sender"":""r02"",""t"":232.0,""t_ref"":121.5,""task_id"":""survey-23-0139"",""type"":""survey""}"
232.000,ANNOUNCE,survey-05-0140,r05,"{""deadline"":233.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,0.6000000000000001],""sender"":""r05"",""t"":232.0,""t_ref"":168.5,""task_id"":""survey-05-0140"",""type"":""survey""}"
232.000,ANNOUNCE,survey-00-0138,r00,"{""deadline"":233.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,0.2],""sender"":""r00"",""t"":232.0,""t_ref"":7.5,""task_id"":""survey-00-0138"",""type"":""survey""}"
232.000,ANNOUNCE,survey-24-0137,r03,"{""deadline"":233.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.8],""sender"":""r03"",""t"":232.0,""t_ref"":0.0,""task_id"":""survey-24-0137"",""type"":""survey""}"
232.200,FAILED,survey-10-0135,r03,{}
233.000,FAILED,survey-00-0138,r00,{}
233.000,ANNOUNCE,survey-23-0139,r02,"{""deadline"":234.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.8],""sender"":""r02"",""t"":233.0,""t_ref"":121.5,""task_id"":""survey-23-0139"",""type"":""survey""}"
233.000,FAILED,survey-24-0137,r03,{}
233.000,ANNOUNCE,survey-05-0140,r05,"{""deadline"":234.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,0.6000000000000001],""sender"":""r05"",""t"":233.0,""t_ref"":168.5,""task_id"":""survey-05-0140"",""type"":""survey""}"
234.000,ANNOUNCE,survey-23-0139,r02,"{""deadline"":235.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.8],""sender"":""r02"",""t"":234.0,""t_ref"":121.5,""task_id"":""survey-23-0139"",""type"":""survey""}"
234.000,ANNOUNCE,survey-05-0140,r05,"{""deadline"":235.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,0.6000000000000001],""sender"":""r05"",""t"":234.0,""t_ref"":168.5,""task_id"":""survey-05-0140"",""type"":""survey""}"
235.000,FAILED,survey-23-0139,r02,{}
235.000,FAILED,survey-05-0140,r05,{}
236.000,ANNOUNCE,survey-21-0141,r00,"{""deadline"":237.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.8],""sender"":""r00"",""t"":236.0,""t_ref"":139.0,""task_id"":""survey-21-0141"",""type"":""survey""}"
236.900,DONE,survey-04-0128,r06,"{""sender"":""r06"",""t"":236.9,""task_id"":""survey-04-0128""}"
237.000,ANNOUNCE,survey-21-0141,r00,"{""deadline"":238.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.8],""sender"":""r00"",""t"":237.0,""t_ref"":139.0,""task_id"":""survey-21-0141"",""type"":""survey""}"
237.100,BID,survey-21-0141,r06,"{""cost"":0.695298365846503,""sender"":""r06"",""t"":237.1,""task_id"":""survey-21-0141""}"
237.300,DONE,roi-005,r05,"{""sender"":""r05"",""t"":237.3,""task_id"":""roi-005""}"
238.000,ANNOUNCE,survey-11-0142,r04,"{""deadline"":239.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.0],""sender"":""r04"",""t"":238.0,""t_ref"":175.5,""task_id"":""survey-11-0142"",""type"":""survey""}"
238.000,AWARD,survey-21-0141,r00,"{""sender"":""r00"",""t"":238.0,""task_id"":""survey-21-0141"",""winners"":[""r06""]}"
238.900,DONE,roi-017,r02,"{""sender"":""r02"",""t"":238.9,""task_id"":""roi-017""}"
239.000,ANNOUNCE,survey-11-0142,r04,"{""deadline"":240.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.0],""sender"":""r04"",""t"":239.0,""t_ref"":175.5,""task_id"":""survey-11-0142"",""type"":""survey""}"
239.100,BID,survey-11-0142,r02,"{""cost"":0.2270283922792755,""sender"":""r02"",""t"":239.1,""task_id"":""survey-11-0142""}"
239.100,BID,survey-11-0142,r04,"{""cost"":0.21735257369217958,""sender"":""r04"",""t"":239.1,""task_id"":""survey-11-0142""}"
240.000,ANNOUNCE,survey-16-0143,r02,"{""deadline"":241.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.4000000000000001],""sender"":""r02"",""t"":240.0,""t_ref"":176.5,""task_id"":""survey-16-0143"",""type"":""survey""}"
240.000,AWARD,survey-11-0142,r04,"{""sender"":""r04"",""t"":240.0,""task_id"":""survey-11-0142"",""winners"":[""r04""]}"
240.100,BID,survey-16-0143,r02,"{""cost"":0.22887563352737966,""sender"":""r02"",""t"":240.1,""task_id"":""survey-16-0143""}"
241.000,AWARD,survey-16-0143,r02,"{""sender"":""r02"",""t"":241.0,""task_id"":""survey-16-0143"",""winners"":[""r02""]}"
242.000,ANNOUNCE,survey-14-0144,r00,"{""deadline"":243.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.0],""sender"":""r00"",""t"":242.0,""t_ref"":179.0,""task_id"":""survey-14-0144"",""type"":""survey""}"
243.000,ANNOUNCE,survey-14-0144,r00,"{""deadline"":244.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.0],""sender"":""r00"",""t"":243.0,""t_ref"":179.0,""task_id"":""survey-14-0144"",""type"":""survey""}"
244.000,ANNOUNCE,survey-15-0145,r01,"{""deadline"":245.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.4000000000000001],""sender"":""r01"",""t"":244.0,""t_ref"":0.0,""task_id"":""survey-15-0145"",""type"":""survey""}"
244.000,ANNOUNCE,survey-14-0144,r00,"{""deadline"":245.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.0],""sender"":""r00"",""t"":244.0,""t_ref"":179.0,""task_id"":""survey-14-0144"",""type"":""survey""}"
245.000,FAILED,survey-14-0144,r00,{}
245.000,ANNOUNCE,survey-15-0145,r01,"{""deadline"":246.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.4000000000000001],""sender"":""r01"",""t"":245.0,""t_ref"":0.0,""task_id"":""survey-15-0145"",""type"":""survey""}"
246.000,ANNOUNCE,survey-22-0146,r01,"{""deadline"":247.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.8],""sender"":""r01"",""t"":246.0,""t_ref"":86.5,""task_id"":""survey-22-0146"",""type"":""survey""}"
246.000,ANNOUNCE,survey-15-0145,r01,"{""deadline"":247.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.4000000000000001],""sender"":""r01"",""t"":246.0,""t_ref"":0.0,""task_id"":""survey-15-0145"",""type"":""survey""}"
247.000,FAILED,survey-15-0145,r01,{}
247.000,ANNOUNCE,survey-22-0146,r01,"{""deadline"":248.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.8],""sender"":""r01"",""t"":247.0,""t_ref"":86.5,""task_id"":""survey-22-0146"",""type"":""survey""}"
248.000,ANNOUNCE,survey-19-0147,r05,"{""deadline"":249.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.4000000000000001],""sender"":""r05"",""t"":248.0,""t_ref"":0.0,""task_id"":""survey-19-0147"",""type"":""survey""}"
248.000,ANNOUNCE,survey-20-0148,r06,"{""deadline"":249.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.8],""sender"":""r06"",""t"":248.0,""t_ref"":138.0,""task_id"":""survey-20-0148"",""type"":""survey""}"
248.000,ANNOUNCE,survey-22-0146,r01,"{""deadline"":249.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.8],""sender"":""r01"",""t"":248.0,""t_ref"":86.5,""task_id"":""survey-22-0146"",""type"":""survey""}"
249.000,FAILED,survey-22-0146,r01,{}
249.000,ANNOUNCE,survey-19-0147,r05,"{""deadline"":250.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.4000000000000001],""sender"":""r05"",""t"":249.0,""t_ref"":0.0,""task_id"":""survey-19-0147"",""type"":""survey""}"
249.000,ANNOUNCE,survey-20-0148,r06,"{""deadline"":250.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.8],""sender"":""r06"",""t"":249.0,""t_ref"":138.0,""task_id"":""survey-20-0148"",""type"":""survey""}"
250.000,ANNOUNCE,survey-19-0147,r05,"{""deadline"":251.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.4000000000000001],""sender"":""r05"",""t"":250.0,""t_ref"":0.0,""task_id"":""survey-19-0147"",""type"":""survey""}"
250.000,ANNOUNCE,survey-20-0148,r06,"{""deadline"":251.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.8],""sender"":""r06"",""t"":250.0,""t_ref"":138.0,""task_id"":""survey-20-0148"",""type"":""survey""}"
250.600,DONE,survey-11-0142,r04,"{""sender"":""r04"",""t"":250.6,""task_id"":""survey-11-0142""}"
251.000,FAILED,survey-19-0147,r05,{}
251.000,FAILED,survey-20-0148,r06,{}
