lambda_factor,mean_detection_latency,detection_rate,completion_rate,max_cell_idleness
0.3333333333333333,37.38828622163189,0.9785714285714286,0.925,236.2
1.0,39.902153585352174,0.9678571428571429,0.8698051948051948,274.4
3.0,40.245595009591355,0.9370129870129871,0.8740259740259739,274.025
