seed,strategy,events_injected,events_detected,roi_announced,roi_completed,roi_failed,roi_open_end,completion_rate,detection_rate,mean_completion_time,median_completion_time,coverage_fraction,coverage_cells_per_s,load_imbalance,messages_per_completed,bytes_per_completed,messages_total,bytes_total,mean_cell_idleness,max_cell_idleness,mean_detection_latency,preemptions,mean_final_battery,min_final_battery,battery_imbalance,depleted_robots,first_depletion_time,distance_travelled,max_observed_workload,n_req_violations,conservation_error,quality_score
1013,market,28,28,28,26,0,2,0.9285714285714286,1.0,31.81153846153846,24.15,1.0,5.333333333333333,0.9258200997725514,40.34615384615385,5811.538461538462,1049,151100,25.21490848585691,189.0,12.26166871172407,30,0.5040745142856496,0.11161119999998254,0.2432087517784531,0,300.0,75.89599999999768,3,0,0,0.8939082722269344
1013,nearest_greedy,28,28,28,26,0,2,0.9285714285714286,1.0,36.94615384615384,33.500000000000014,1.0,5.333333333333333,1.511857892036909,36.30769230769231,5411.192307692308,944,140691,28.119434276206338,288.5,10.297382997438357,0,0.517900571428515,0.14236799999997912,0.25448484280401024,0,300.0,65.59999999999889,3,0,0,0.8674559243623544
1013,nearest_greedy_no_survey,28,27,27,25,0,2,0.8928571428571429,0.9642857142857143,37.976000000000006,34.7,1.0,5.333333333333333,3.023715784073818,10.04,961.12,251,24028,28.19733777038269,232.0,19.86663803070174,0,0.5038811428570847,0.1667327999999783,0.2572621410303745,0,300.0,76.0399999999973,3,0,0,0.78507844649852
1013,random_assignment,28,27,27,23,1,3,0.8214285714285714,0.9642857142857143,63.51739130434783,62.400000000000006,0.971875,5.183333333333334,1.0301575072754254,40.0,6259.739130434783,920,143974,37.252146422628954,300.0,8.64441580847952,0,0.5169229714285092,0.18440479999997772,0.24200524681872798,0,300.0,66.3279999999985,3,0,0,0.8400240341377783
1014,market,28,28,28,28,0,0,1.0,1.0,37.18214285714286,21.200000000000003,0.99875,5.326666666666667,1.124858267715973,36.42857142857143,5338.285714285715,1020,149472,48.83580698835278,292.5,18.897904839762866,28,0.5106598857142298,0.118454399999981,0.2635657327832188,0,300.0,70.99199999999826,3,0,0,0.8974358422002835
1014,nearest_greedy,28,27,27,24,0,3,0.8571428571428571,0.9642857142857143,38.020833333333336,27.0,0.938125,5.003333333333333,3.481730744843983,42.291666666666664,6551.666666666667,1015,157240,45.92851913477543,300.0,18.056150583952814,0,0.5238198857142269,0.17124479999997816,0.23835957548643058,0,300.0,61.191999999999204,3,0,0,0.7483173229186147
1014,nearest_greedy_no_survey,28,28,28,28,0,0,1.0,1.0,43.40714285714286,37.85,1.0,5.333333333333333,1.7261494247992246,9.571428571428571,917.2142857142857,268,25682,35.3592013311148,280.0,18.612190554048578,0,0.5077163428570747,0.18117119999997783,0.22872204203994773,0,300.0,73.18399999999791,3,0,0,0.8731669722148355
1014,random_assignment,28,28,28,25,0,3,0.8928571428571429,1.0,58.832,56.19999999999999,0.999375,5.33,1.0497813183356477,38.8,6200.76,970,155019,58.03198003327786,292.5,28.43361912547715,0,0.5124646857142235,0.14770719999997894,0.24369461034807252,0,300.0,69.64799999999852,3,0,0,0.856738126742698
1015,market,28,27,27,23,0,4,0.8214285714285714,0.9642857142857143,53.51739130434782,44.69999999999999,0.905625,4.83,2.821202522590214,45.34782608695652,7217.608695652174,1043,166005,57.88356073211315,300.0,22.109034655552392,18,0.5450907428570938,0.18004319999997787,0.2427751378584378,0,300.0,45.35200000000003,3,0,0,0.7560507290774419
1015,nearest_greedy,28,28,28,23,1,4,0.8214285714285714,1.0,66.08695652173913,69.0,0.97,5.173333333333333,1.498298354528788,39.82608695652174,6486.260869565217,916,149184,53.0623960066556,300.0,15.0622347619662,0,0.5378500571428112,0.15327199999997876,0.25520964265969237,0,300.0,50.743999999999716,3,0,0,0.8179148084429029
1015,nearest_greedy_no_survey,28,28,28,27,0,1,0.9642857142857143,1.0,46.44444444444444,43.7,1.0,5.333333333333333,2.5555062599997598,9.555555555555555,924.1851851851852,258,24953,29.454742096505804,202.0,19.16937761910906,0,0.5185881142856615,0.11852959999998132,0.2550508462800557,0,300.0,65.08799999999839,3,0,0,0.8278844889911896
1015,random_assignment,28,27,27,19,3,5,0.6785714285714286,0.9642857142857143,90.26315789473684,86.6,0.89125,4.753333333333333,0.8806305718527109,53.0,8997.21052631579,1007,170947,83.59856905158074,300.0,22.314250022388908,0,0.5532338285713858,0.17801279999997793,0.2538060936814415,0,300.0,39.288000000000025,3,0,0,0.7768955518224191
1016,market,28,28,28,27,0,1,0.9642857142857143,1.0,31.303703703703704,25.700000000000003,1.0,5.333333333333333,1.2936264483053452,39.22222222222222,5861.518518518518,1059,158261,40.143294509151396,271.5,11.266745153215373,26,0.5089302857142296,0.114318399999982,0.26304611594288696,0,300.0,72.27999999999824,3,0,0,0.8855227414332001
1016,nearest_greedy,28,28,28,27,0,1,0.9642857142857143,1.0,53.80740740740742,46.400000000000006,1.0,5.333333333333333,3.0572763655760995,34.074074074074076,5383.185185185185,920,145346,45.149384359401,292.5,5.677459438929659,0,0.5198127999999492,0.0895023999999917,0.2651776925862929,0,300.0,64.17599999999878,3,0,0,0.8029498454983908
1016,nearest_greedy_no_survey,28,28,28,23,0,5,0.8214285714285714,1.0,56.356521739130436,59.30000000000001,1.0,5.333333333333333,2.618614682831909,10.565217391304348,1040.1739130434783,243,23924,43.90768718801998,267.5,23.106030867501087,0,0.5215531428570948,0.14484959999997904,0.26842962311808694,0,300.0,62.87999999999868,3,0,0,0.7743942539892215
1016,random_assignment,28,28,28,26,0,2,0.9285714285714286,1.0,61.73846153846154,55.05,0.9675,5.16,1.8405855323893037,36.80769230769231,5900.307692307692,957,153408,56.05627287853576,300.0,5.3560308675010875,0,0.5228422857142301,0.14522559999997903,0.25256087762017876,0,300.0,61.91999999999919,3,0,0,0.8374287386052276
1017,market,28,26,26,22,0,4,0.7857142857142857,0.9285714285714286,51.24090909090909,44.800000000000004,0.955625,5.096666666666667,1.0497813183356477,45.0,7145.090909090909,990,157192,49.76229617304491,300.0,16.432909704162753,17,0.5306523428570857,0.14522559999997903,0.24487282228985927,0,300.0,56.10399999999947,3,0,0,0.8237100735115259
1017,nearest_greedy,28,25,25,20,1,4,0.7142857142857143,0.8928571428571429,59.24499999999999,51.599999999999994,0.9775,5.213333333333333,2.0995626366712954,45.25,7274.95,905,145499,44.922895174708835,300.0,16.475041357027667,0,0.530834971428514,0.16643199999997832,0.24428722100099537,0,300.0,55.96799999999951,3,0,0,0.7534349729222842
1017,nearest_greedy_no_survey,28,24,24,19,3,2,0.6785714285714286,0.8571428571428571,60.136842105263156,44.5,1.0,5.333333333333333,1.1605769149479943,11.105263157894736,1140.0,211,21660,49.317737104825305,249.0,6.569533996800451,0,0.5305341714285177,0.1644015999999784,0.2491581216744115,0,300.0,56.191999999999624,3,0,0,0.7813435103542172
1017,random_assignment,28,26,26,23,1,2,0.8214285714285714,0.9285714285714286,55.404347826086955,48.599999999999994,0.95875,5.113333333333333,1.749635530559413,41.391304347826086,6498.565217391304,952,149467,45.869151414309506,300.0,24.048294319547367,0,0.5068461714285086,0.1398111999999792,0.24726423904387534,0,300.0,73.83199999999808,3,0,0,0.8012699846489495
1018,market,28,28,28,28,0,0,1.0,1.0,30.164285714285715,24.0,0.976875,5.21,2.2038926600773587,37.32142857142857,5643.428571428572,1045,158016,50.40369384359396,300.0,6.576335581985207,22,0.518738514285652,0.18041919999997785,0.2366342899717092,0,300.0,64.9759999999987,2,0,0,0.8552979079073552
1018,nearest_greedy,28,28,28,25,2,1,0.8928571428571429,1.0,58.896,53.19999999999999,0.988125,5.27,1.6035674514745464,39.2,6207.16,980,155179,49.509118136439255,292.5,7.451335581985207,0,0.5409439999999458,0.1906463999999775,0.23951455093035282,0,300.0,48.43999999999942,3,0,0,0.8410131970360506
1018,nearest_greedy_no_survey,28,27,27,21,1,5,0.75,0.9642857142857143,61.099999999999994,47.400000000000006,1.0,5.333333333333333,2.710523708715754,11.380952380952381,1148.857142857143,239,24126,46.0816306156406,254.0,13.30320815085073,0,0.5200706285713771,0.15725759999997863,0.2634795389723365,0,300.0,63.98399999999842,3,0,0,0.7455076176556672
1018,random_assignment,28,28,28,24,0,4,0.8571428571428571,1.0,61.474999999999994,63.25,0.995,5.306666666666667,1.385051387833237,40.791666666666664,6612.416666666667,979,158698,52.52009983361068,292.5,11.433478439128065,0,0.5287938285713776,0.1608671999999785,0.25453776108246834,0,300.0,57.487999999999495,3,0,0,0.8368083651204801
1019,market,28,28,28,19,4,5,0.6785714285714286,1.0,67.78421052631579,32.099999999999994,0.965,5.1466666666666665,1.7612611437054218,50.526315789473685,7989.789473684211,960,151806,45.78329450915139,300.0,8.497675057069486,13,0.5412447999999517,0.1819231999999778,0.24755353470722727,0,300.0,48.21599999999989,3,0,0,0.7666146419023795
1019,nearest_greedy,28,28,28,24,1,3,0.8571428571428571,1.0,57.262499999999996,44.3,1.0,5.333333333333333,1.5907898179514348,37.375,5795.583333333333,897,139094,29.220366056572388,252.0,7.2119607713552005,0,0.527053485714237,0.09792479999998627,0.2712777128193065,0,300.0,58.783999999998734,3,0,0,0.8367564364832005
1019,nearest_greedy_no_survey,28,26,26,21,3,2,0.75,0.9285714285714286,80.28571428571429,78.39999999999998,0.98875,5.273333333333333,1.665986255670086,10.238095238095237,1057.2380952380952,215,22202,41.02252911813645,287.5,16.218698841503524,0,0.5227455999999328,0.1968879999999773,0.22681110828521536,0,300.0,61.9919999999983,3,0,0,0.780546902976758
1019,random_assignment,28,27,27,23,0,4,0.8214285714285714,0.9642857142857143,56.160869565217396,59.2,0.950625,5.07,2.5071326821120348,41.56521739130435,6622.826086956522,956,152325,39.28878535773709,300.0,6.497167351213938,0,0.5194582857142256,0.16492799999997837,0.2445228560753347,0,300.0,64.43999999999896,3,0,0,0.7781994586246812
1020,market,28,28,28,26,0,2,0.9285714285714286,1.0,27.87307692307692,25.400000000000006,1.0,5.333333333333333,0.6998542122237652,36.46153846153846,5195.692307692308,948,135088,24.81720465890184,247.5,14.597567013056167,24,0.49464228571421825,0.12725279999997963,0.24662475190314329,0,300.0,82.91999999999707,3,0,0,0.9039947450515798
1020,nearest_greedy,28,28,28,27,0,1,0.9642857142857143,1.0,43.57777777777778,39.3,1.0,5.333333333333333,2.4159335036125373,33.2962962962963,4887.333333333333,899,131958,20.957870216306166,145.0,14.383281298770454,0,0.5024308571427899,0.1310127999999795,0.24201420112627034,0,300.0,77.11999999999772,3,0,0,0.8373964595585197
1020,nearest_greedy_no_survey,28,28,28,28,0,0,1.0,1.0,33.517857142857146,30.85000000000001,1.0,5.333333333333333,2.9277002188455996,9.535714285714286,909.8214285714286,267,25475,24.067088186356095,196.0,12.811852727341883,0,0.4954265142856505,0.09235999999998705,0.2575522649853731,0,300.0,82.33599999999714,3,0,0,0.8287185176586345
