alpha,beta,gamma,delta,theta_hyst,seed,strategy,events_injected,events_detected,roi_announced,roi_completed,roi_failed,roi_open_end,completion_rate,detection_rate,mean_completion_time,median_completion_time,coverage_fraction,coverage_cells_per_s,load_imbalance,messages_per_completed,bytes_per_completed,messages_total,bytes_total,mean_cell_idleness,max_cell_idleness,mean_detection_latency,preemptions,mean_final_battery,min_final_battery,battery_imbalance,depleted_robots,first_depletion_time,distance_travelled,max_observed_workload,n_req_violations,conservation_error,quality_score
1.0,0.5,0.5,0.5,0.1,3,market,28,28,28,26,0,2,0.9285714285714286,1.0,33.4,29.849999999999994,0.980625,5.23,1.8070158058105026,40.38461538461539,5874.923076923077,1050,152748,27.437603993344442,240.5,17.03431704831629,28,0.501668114285651,0.146127999999979,0.2521507532489646,0,300.0,77.68799999999764,3,0,0,0.8528178480414763
1.0,0.5,0.5,0.5,0.1,4,market,28,27,27,18,0,9,0.6428571428571429,0.9642857142857143,72.41666666666667,55.7,0.994375,5.303333333333334,2.1285234893930487,54.333333333333336,8477.277777777777,978,152591,38.37916805324463,233.0,26.217799797388423,23,0.5223481142856621,0.13905919999997923,0.2640935156688227,0,300.0,62.28799999999882,3,0,0,0.7334086144178172
1.0,0.5,0.5,0.5,0.1,5,market,28,27,27,24,0,3,0.8571428571428571,0.9642857142857143,50.724999999999994,46.44999999999999,0.983125,5.243333333333333,2.0995626366712954,39.708333333333336,6250.375,953,150009,45.05141430948418,280.5,15.175365521113386,15,0.5311465142856667,0.13605119999997933,0.266014895464107,0,300.0,55.73599999999921,3,0,0,0.806840785990915
1.0,0.5,0.5,0.5,0.1,6,market,28,27,27,23,0,4,0.8214285714285714,0.9642857142857143,45.091304347826096,39.39999999999998,0.988125,5.27,2.3733211036908783,45.82608695652174,7117.782608695652,1054,163709,44.074575707154786,297.5,21.813604423837983,23,0.5328438857142366,0.15710719999997863,0.25412080896752776,0,300.0,54.47199999999943,3,0,0,0.7853183295526905
1.0,0.5,0.5,0.5,0.1,7,market,28,28,28,25,0,3,0.8928571428571429,1.0,39.4,39.80000000000001,0.994375,5.303333333333334,4.16986271980755,37.68,5605.92,942,140148,32.79317803660565,192.5,7.766869281266206,16,0.5138612571428081,0.1310879999999795,0.2769708343025799,0,300.0,68.60799999999806,3,0,0,0.7695785054055596
1.0,0.5,0.5,1.5,0.1,0,market,28,28,28,25,0,3,0.8928571428571429,1.0,48.22,44.400000000000006,0.993125,5.296666666666667,2.5314350209527645,40.08,6031.08,1002,150777,34.31966722129784,300.0,20.83694220012189,20,0.5124861714285154,0.09356319999998786,0.26245757740003245,0,300.0,69.63199999999847,3,0,0,0.804560431329647
1.0,0.5,0.5,1.5,0.1,1,market,28,24,24,21,0,3,0.75,0.8571428571428571,54.21904761904763,43.0,0.920625,4.91,1.6903085094570331,45.0,7063.857142857143,945,148341,48.6748752079867,300.0,8.001188034256474,17,0.5273865142856644,0.09536799999998678,0.2643385559990402,0,300.0,58.5359999999992,3,0,0,0.777753141696319
1.0,0.5,0.5,1.5,0.1,2,market,28,28,28,26,0,2,0.9285714285714286,1.0,35.24615384615385,30.499999999999996,1.0,5.333333333333333,3.1558174334820746,40.15384615384615,6019.346153846154,1044,156503,29.237171381031615,233.5,12.81713072858062,24,0.5147851428570931,0.09845119999998558,0.2737223940683216,0,300.0,67.9199999999984,3,0,0,0.7965254063161515
1.0,0.5,0.5,1.5,0.1,3,market,28,28,28,26,0,2,0.9285714285714286,1.0,33.4,29.849999999999994,0.980625,5.23,1.8070158058105026,40.38461538461539,5874.923076923077,1050,152748,27.437603993344442,240.5,17.03431704831629,28,0.501668114285651,0.146127999999979,0.2521507532489646,0,300.0,77.68799999999764,3,0,0,0.8528178480414763
1.0,0.5,0.5,1.5,0.1,4,market,28,25,25,18,0,7,0.6428571428571429,0.8928571428571429,59.349999999999994,41.95,0.98625,5.26,2.1946130708196026,53.388888888888886,8298.388888888889,961,149371,34.855873544093164,233.0,16.764644149517636,23,0.5211341714285173,0.14650399999997898,0.2524153951605325,0,300.0,63.19199999999916,3,0,0,0.7304672365753686
1.0,0.5,0.5,1.5,0.1,5,market,28,27,27,24,0,3,0.8571428571428571,0.9642857142857143,50.724999999999994,46.44999999999999,0.983125,5.243333333333333,2.0995626366712954,39.708333333333336,6250.375,953,150009,45.05141430948418,280.5,15.175365521113386,15,0.5311465142856667,0.13605119999997933,0.266014895464107,0,300.0,55.73599999999921,3,0,0,0.806840785990915
1.0,0.5,0.5,1.5,0.1,6,market,28,27,27,23,0,4,0.8214285714285714,0.9642857142857143,45.091304347826096,39.39999999999998,0.98875,5.273333333333333,2.3733211036908783,46.26086956521739,7159.260869565217,1064,164663,44.074575707154786,297.5,21.813604423837983,24,0.5325538285713792,0.15710719999997863,0.2539604872942866,0,300.0,54.687999999999434,3,0,0,0.7853350766955476
1.0,0.5,0.5,1.5,0.1,7,market,28,28,28,24,0,4,0.8571428571428571,1.0,40.895833333333336,38.800000000000004,0.98875,5.273333333333333,4.233009254294015,39.458333333333336,5918.208333333333,947,142037,34.10555740432607,192.5,6.534726424123349,17,0.5170841142856657,0.1224399999999822,0.2751908912446919,0,300.0,66.20799999999831,3,0,0,0.7581830336059135
1.0,0.5,1.0,0.5,0.1,0,market,28,27,27,25,0,2,0.8928571428571429,0.9642857142857143,58.604,59.69999999999999,0.995625,5.31,3.5456210417116734,36.72,5729.2,918,143230,36.00948419301165,221.5,9.600259659723486,15,0.5204681142856606,0.10627199999999014,0.26091243074340803,0,300.0,63.68799999999898,3,0,0,0.7587131136279254
1.0,0.5,1.0,0.5,0.1,1,market,28,26,26,23,0,3,0.8214285714285714,0.9285714285714286,62.44347826086957,62.80000000000001,0.95625,5.1,2.166535841157586,42.17391304347826,6765.173913043478,970,155599,55.460465890183,300.0,18.569271928312467,14,0.5285252571428061,0.13815679999997926,0.25291443032750804,0,300.0,57.687999999999334,3,0,0,0.7807361606522988
1.0,0.5,1.0,0.5,0.1,2,market,28,27,27,25,0,2,0.8928571428571429,0.9642857142857143,49.376000000000005,45.0,0.979375,5.223333333333334,3.245090483314442,36.6,5798.8,915,144970,39.61980033277868,240.0,6.115938555850796,13,0.5214671999999528,0.1227407999999837,0.2723390939843424,0,300.0,62.943999999998624,3,0,0,0.771801518772844
1.0,0.5,1.0,0.5,0.1,3,market,28,26,26,19,0,7,0.6785714285714286,0.9285714285714286,53.88421052631579,54.30000000000001,0.98875,5.273333333333333,2.4327694808466287,49.578947368421055,7397.0,942,140543,32.01727121464227,292.5,17.538696814727373,22,0.5240132571428091,0.10348959999999355,0.2627123674222192,0,300.0,61.04799999999886,3,0,0,0.7372134800171243
1.0,0.5,1.0,0.5,0.1,4,market,28,27,27,20,0,7,0.7142857142857143,0.9642857142857143,72.62,63.35000000000001,0.96125,5.126666666666667,2.5872528966106905,47.05,7334.15,941,146683,43.63550748752081,300.0,27.846221475532435,15,0.5153115428570867,0.1307119999999795,0.2549967254991119,0,300.0,67.52799999999871,3,0,0,0.7313198421852426
1.0,0.5,1.0,0.5,0.1,5,market,28,28,28,23,1,4,0.8214285714285714,1.0,80.38260869565217,69.0,0.898125,4.79,1.2453996981544782,43.43478260869565,7005.0,999,161115,68.90489184692179,300.0,24.288201061851595,13,0.5439949714285272,0.13582559999997934,0.2595593100575897,0,300.0,46.167999999999736,3,0,0,0.8143242095831201
1.0,0.5,1.0,0.5,0.1,6,market,28,27,27,23,1,3,0.8214285714285714,0.9642857142857143,74.00434782608696,72.39999999999998,0.97125,5.18,1.6413036132965797,43.26086956521739,6813.565217391304,995,156712,50.80499168053245,300.0,5.160002988889442,14,0.5341330285713815,0.13251679999997945,0.2664671512288499,0,300.0,53.511999999999254,3,0,0,0.8083645964378038
1.0,0.5,1.0,0.5,0.1,7,market,28,27,27,25,0,2,0.8928571428571429,0.9642857142857143,41.023999999999994,42.400000000000006,1.0,5.333333333333333,4.030495994190253,35.76,5184.28,894,129607,24.777004991680542,214.5,4.593065565536566,10,0.5009913142856621,0.06829599999999388,0.28011059419718226,0,300.0,78.19199999999746,3,0,0,0.7679816967035906
1.0,0.5,1.0,1.5,0.1,0,market,28,28,28,24,0,4,0.8571428571428571,1.0,57.96666666666666,60.599999999999994,0.99625,5.3133333333333335,2.969229955832361,38.291666666666664,5953.791666666667,919,142891,36.17094841930116,230.5,11.926227914407605,15,0.5183517714285177,0.10860319999999009,0.2646277361303708,0,300.0,65.26399999999866,3,0,0,0.7738696383407366
1.0,0.5,1.0,1.5,0.1,1,market,28,25,25,15,4,6,0.5357142857142857,0.8928571428571429,77.85999999999999,55.3,0.961875,5.13,2.0,61.4,9615.066666666668,921,144226,43.32319467554077,300.0,23.51045049820256,15,0.5331769142856678,0.1283807999999796,0.26240157715539786,0,300.0,54.223999999999364,3,0,0,0.6960463529702728
1.0,0.5,1.0,1.5,0.1,2,market,28,28,28,26,0,2,0.9285714285714286,1.0,48.815384615384616,46.95,0.979375,5.223333333333334,3.010186786529354,36.26923076923077,5709.7692307692305,943,148454,40.52725457570716,240.0,10.531416442866334,14,0.5220258285713817,0.10672319999998572,0.2730661299305323,0,300.0,62.52799999999866,3,0,0,0.7950970716010398
1.0,0.5,1.0,1.5,0.1,3,market,28,28,28,22,0,6,0.7857142857142857,1.0,62.554545454545455,61.099999999999994,0.973125,5.19,2.2038926600773587,39.40909090909091,5945.681818181818,867,130805,28.155141430948404,300.0,10.820031334030574,16,0.5099830857142315,0.09860159999998672,0.265653668525256,0,300.0,71.49599999999826,3,0,0,0.7845329205808782
1.0,0.5,1.0,1.5,0.1,4,market,28,27,27,21,0,6,0.75,0.9642857142857143,80.07619047619048,63.400000000000006,0.96,5.12,2.813959371941744,44.857142857142854,6957.428571428572,942,146106,43.3306489184692,300.0,26.235110364421324,17,0.5158916571428014,0.1307119999999795,0.2556117276995924,0,300.0,67.0959999999987,3,0,0,0.7302564665328546
1.0,0.5,1.0,1.5,0.1,5,market,28,27,27,21,1,5,0.75,0.9642857142857143,83.3047619047619,69.30000000000001,0.986875,5.263333333333334,1.4568627181693672,47.76190476190476,7649.142857142857,1003,160632,65.40605657237933,300.0,25.89660723845416,11,0.5356370285713822,0.12567359999997968,0.2633027037667366,0,300.0,52.391999999999435,3,0,0,0.7838647884781161
1.0,0.5,1.0,1.5,0.1,6,market,28,26,26,22,1,3,0.7857142857142857,0.9285714285714286,75.48181818181818,70.05000000000001,0.99625,5.3133333333333335,1.7612611437054218,45.31818181818182,7125.090909090909,997,156752,48.21247920133107,246.0,5.3429578061362415,15,0.5358518857142391,0.13875839999997924,0.2665051188532773,0,300.0,52.23199999999931,3,0,0,0.7904299450768962
1.0,0.5,1.0,1.5,0.1,7,market,28,27,27,24,0,3,0.8571428571428571,0.9642857142857143,50.5625,43.25,1.0,5.333333333333333,3.9227229193559947,37.75,5531.333333333333,906,132752,29.86645590682198,210.5,4.222695195166196,15,0.5085113142856644,0.06716799999999391,0.27891749645982966,0,300.0,72.5919999999979,3,0,0,0.7531931438316871
1.0,1.0,0.0,0.5,0.1,0,market,28,28,28,26,0,2,0.9285714285714286,1.0,31.357692307692307,28.849999999999994,0.995,5.306666666666667,1.385051387833237,40.96153846153846,6021.115384615385,1065,156549,40.83883527454239,292.0,17.694085057264747,29,0.5002500571427936,0.12740319999997962,0.25012593821363577,0,300.0,78.74399999999753,2,0,0,0.8685030462132446
1.0,1.0,0.0,0.5,0.1,1,market,28,26,26,26,0,0,0.9285714285714286,0.9285714285714286,38.761538461538464,30.749999999999996,0.971875,5.183333333333334,0.9258200997725514,37.84615384615385,5795.115384615385,984,150673,41.57048252911814,300.0,21.453887312927854,25,0.5127547428570816,0.1235679999999802,0.25083661837937654,0,300.0,69.43199999999855,3,0,0,0.8769701724274982
1.0,1.0,0.0,0.5,0.1,2,market,28,27,27,23,0,4,0.8214285714285714,0.9642857142857143,41.15652173913043,32.099999999999994,0.965,5.1466666666666665,1.1605769149479943,47.26086956521739,7344.826086956522,1087,168931,41.0492845257904,286.0,12.48361658681401,23,0.5327149714285185,0.17500479999997803,0.24783877723964567,0,300.0,54.567999999999586,3,0,0,0.8404257204644296
1.0,1.0,0.0,0.5,0.1,3,market,28,28,28,28,0,0,1.0,1.0,31.296428571428574,30.25,1.0,5.333333333333333,0.6388765649999399,32.892857142857146,4667.0,921,130676,22.527121464226283,258.5,6.855745619744859,20,0.49636114285707744,0.11416799999998219,0.24863857044866305,0,300.0,81.63999999999722,3,0,0,0.9293985837030272
1.0,1.0,0.0,0.5,0.1,4,market,28,24,24,22,0,2,0.7857142857142857,0.8571428571428571,42.95909090909091,34.349999999999994,1.0,5.333333333333333,1.8405855323893037,42.72727272727273,6514.818181818182,940,143326,32.31051580698833,211.0,12.97312394982162,20,0.510896228571368,0.1519183999999788,0.24351912005341994,0,300.0,70.81599999999841,3,0,0,0.7921282489815554
1.0,1.0,0.0,0.5,0.1,5,market,28,28,28,26,0,2,0.9285714285714286,1.0,29.396153846153844,25.200000000000003,1.0,5.333333333333333,1.2777531299998799,41.07692307692308,6100.153846153846,1068,158604,43.041231281197994,288.5,12.520343918994453,30,0.505363657142793,0.12980959999997954,0.2462308087459389,0,300.0,74.93599999999795,2,0,0,0.8748809697951991
1.0,1.0,0.0,0.5,0.1,6,market,28,28,28,24,0,4,0.8571428571428571,1.0,32.7375,26.600000000000005,1.0,5.333333333333333,1.4846149779161806,44.416666666666664,6439.708333333333,1066,154553,24.23004991680531,176.5,29.977517756574937,36,0.5000137142856492,0.1250719999999797,0.24717509031489882,0,300.0,78.91999999999751,3,0,0,0.8441485858730496
1.0,1.0,0.0,0.5,0.1,7,market,28,28,28,28,0,0,1.0,1.0,31.27857142857143,29.650000000000006,1.0,5.333333333333333,1.1605769149479943,35.32142857142857,5186.25,989,145215,31.354908485856868,252.0,5.874012138409063,20,0.4999170285713634,0.14086399999997917,0.244483292046588,0,300.0,78.9919999999975,2,0,0,0.9050987385498922
1.0,1.0,0.0,1.5,0.1,0,market,28,28,28,26,0,2,0.9285714285714286,1.0,31.357692307692307,28.849999999999994,0.995,5.306666666666667,1.385051387833237,40.96153846153846,6021.115384615385,1065,156549,40.83883527454239,292.0,17.694085057264747,29,0.5002500571427936,0.12740319999997962,0.25012593821363577,0,300.0,78.74399999999753,2,0,0,0.8685030462132446
1.0,1.0,0.0,1.5,0.1,1,market,28,25,25,25,0,0,0.8928571428571429,0.8928571428571429,44.9,31.4,0.994375,5.303333333333334,0.9035079029052513,41.16,6278.12,1029,156953,46.76665557404327,294.5,18.80273282012862,27,0.5119382857142253,0.1209359999999805,0.24892309192704234,0,300.0,70.03999999999847,3,0,0,0.861911675016759
1.0,1.0,0.0,1.5,0.1,2,market,28,27,27,23,0,4,0.8214285714285714,0.9642857142857143,41.15652173913043,32.099999999999994,0.965,5.1466666666666665,1.1605769149479943,47.26086956521739,7344.826086956522,1087,168931,41.0492845257904,286.0,12.48361658681401,23,0.5327149714285185,0.17500479999997803,0.24783877723964567,0,300.0,54.567999999999586,3,0,0,0.8404257204644296
1.0,1.0,0.0,1.5,0.1,3,market,28,26,26,26,0,0,0.9285714285714286,0.9285714285714286,35.33461538461539,31.400000000000006,1.0,5.333333333333333,0.989743318610787,36.0,5173.307692307692,936,134506,23.551447587354417,230.5,8.022728958446798,23,0.49594217142850444,0.13529919999997936,0.24430741649242896,0,300.0,81.95199999999718,3,0,0,0.8838775479605877
1.0,1.0,0.0,1.5,0.1,4,market,28,26,26,23,0,3,0.8214285714285714,0.9285714285714286,45.78260869565217,33.0,1.0,5.333333333333333,1.1605769149479943,42.73913043478261,6448.869565217391,983,148324,30.34349417637271,199.5,20.73883589863481,28,0.5015069714285104,0.1252975999999797,0.2526524034528802,0,300.0,77.80799999999755,3,0,0,0.83643052249458
1.0,1.0,0.0,1.5,0.1,5,market,28,28,28,26,0,2,0.9285714285714286,1.0,29.396153846153844,25.200000000000003,1.0,5.333333333333333,1.2777531299998799,41.07692307692308,6100.153846153846,1068,158604,43.041231281197994,288.5,12.520343918994453,30,0.505363657142793,0.12980959999997954,0.2462308087459389,0,300.0,74.93599999999795,2,0,0,0.8748809697951991
1.0,1.0,0.0,1.5,0.1,6,market,28,27,27,25,0,2,0.8928571428571429,0.9642857142857143,44.192,34.19999999999999,1.0,5.333333333333333,1.2453996981544782,42.68,6424.12,1067,160603,40.318103161397644,237.0,21.39758944614659,27,0.5205970285713698,0.14778239999997894,0.2458488198530808,0,300.0,63.59199999999908,2,0,0,0.8564663612224269
1.0,1.0,0.0,1.5,0.1,7,market,28,28,28,28,0,0,1.0,1.0,31.27857142857143,29.650000000000006,1.0,5.333333333333333,1.1605769149479943,35.32142857142857,5186.25,989,145215,31.354908485856868,252.0,5.874012138409063,20,0.4999170285713634,0.14086399999997917,0.244483292046588,0,300.0,78.9919999999975,2,0,0,0.9050987385498922
1.0,1.0,0.5,0.5,0.1,0,market,28,28,28,27,0,1,0.9642857142857143,1.0,36.27037037037037,29.0,0.99875,5.326666666666667,2.249716535431946,38.0,5673.148148148148,1026,153175,30.511247920133126,258.0,18.247656485836178,32,0.5075551999999381,0.11988319999998072,0.24946603910619164,0,300.0,73.30399999999813,3,0,0,0.8437003085897736
1.0,1.0,0.5,0.5,0.1,1,market,28,23,23,20,0,3,0.7142857142857143,0.8214285714285714,65.325,48.50000000000001,0.95125,5.073333333333333,2.1946130708196026,48.5,7827.0,970,156540,61.00119800332773,300.0,11.972883916360459,14,0.5378070857142381,0.17432799999997806,0.2520890442392937,0,300.0,50.77599999999974,3,0,0,0.7359909207739764
1.0,1.0,0.5,0.5,0.1,2,market,28,27,27,23,0,4,0.8214285714285714,0.9642857142857143,48.71304347826087,31.599999999999994,0.979375,5.223333333333334,1.6413036132965797,44.56521739130435,7073.478260869565,1025,162690,40.984326123128135,225.5,11.242875846073268,19,0.5313613714285252,0.14409759999997906,0.26645948677995096,0,300.0,55.575999999999226,3,0,0,0.8182622055119013
1.0,1.0,0.5,0.5,0.1,3,market,28,28,28,26,0,2,0.9285714285714286,1.0,33.84615384615385,26.949999999999996,1.0,5.333333333333333,1.6413036132965797,39.46153846153846,5610.884615384615,1026,145883,30.72013311148086,239.0,14.052174191173432,27,0.5082857142856549,0.10973119999998333,0.25660908429639284,0,300.0,72.75999999999819,3,0,0,0.8608912034356618
1.0,1.0,0.5,0.5,0.1,4,market,28,26,26,20,2,4,0.7142857142857143,0.9285714285714286,80.60499999999999,86.35,0.954375,5.09,0.9035079029052513,46.25,7287.0,925,145740,42.74768718801996,300.0,17.826263932632877,14,0.5185666285713731,0.13860799999997925,0.25748104507242503,0,300.0,65.10399999999886,3,0,0,0.7996409931363049
1.0,1.0,0.5,0.5,0.1,5,market,28,26,26,22,0,4,0.7857142857142857,0.9285714285714286,40.13636363636363,38.14999999999999,0.95,5.066666666666666,1.9897697538834456,45.72727272727273,7149.681818181818,1006,157293,51.115940099833594,300.0,6.95667826063381,17,0.5288582857142357,0.18342719999997775,0.2572645174243115,0,300.0,57.439999999998975,3,0,0,0.7886055660959108
1.0,1.0,0.5,0.5,0.1,6,market,28,27,27,22,0,5,0.7857142857142857,0.9642857142857143,39.64090909090909,28.10000000000001,0.996875,5.316666666666666,2.4907993963089563,47.90909090909091,7351.636363636364,1054,161736,48.25926788685523,292.5,16.382225211111663,23,0.5308886857142285,0.19568479999997734,0.2392584128409832,0,300.0,55.92799999999939,3,0,0,0.7718772021897465
1.0,1.0,0.5,0.5,0.1,7,market,28,28,28,26,0,2,0.9285714285714286,1.0,30.00384615384616,27.400000000000006,1.0,5.333333333333333,3.5398604838182477,38.53846153846154,5547.615384615385,1002,144238,24.190615640599013,191.0,10.391869281266207,26,0.5015499428570878,0.0966463999999916,0.27419928733158877,0,300.0,77.7759999999974,3,0,0,0.7847720433265457
1.0,1.0,0.5,1.5,0.1,0,market,28,28,28,28,0,0,1.0,1.0,37.603571428571435,29.200000000000003,0.95625,5.1,2.4327694808466287,36.92857142857143,5544.214285714285,1034,155238,35.481663893510834,300.0,17.01551362869332,31,0.5140868571427977,0.13845759999997925,0.250166096481855,0,300.0,68.43999999999866,3,0,0,0.8432887063168435
1.0,1.0,0.5,1.5,0.1,1,market,28,28,28,25,0,3,0.8928571428571429,1.0,36.604,31.299999999999997,0.988125,5.27,1.498298354528788,41.04,6270.92,1026,156773,42.93311148086517,286.0,23.51117456903381,28,0.514871085714227,0.12988479999997954,0.25411164141287707,0,300.0,67.85599999999859,2,0,0,0.8496580567258533
1.0,1.0,0.5,1.5,0.1,2,market,28,26,26,21,1,4,0.75,0.9285714285714286,44.51428571428572,31.599999999999994,0.979375,5.223333333333334,1.4568627181693672,49.23809523809524,7773.190476190476,1034,163237,39.9712146422629,210.5,7.011858786603554,22,0.5300722285713834,0.13552479999997935,0.2711474906210182,0,300.0,56.53599999999902,3,0,0,0.8037593444569758
1.0,1.0,0.5,1.5,0.1,3,market,28,28,28,26,0,2,0.9285714285714286,1.0,33.84615384615385,26.949999999999996,1.0,5.333333333333333,1.6413036132965797,39.46153846153846,5610.884615384615,1026,145883,30.72013311148086,239.0,14.052174191173432,27,0.5082857142856549,0.10973119999998333,0.25660908429639284,0,300.0,72.75999999999819,3,0,0,0.8608912034356618
1.0,1.0,0.5,1.5,0.1,4,market,28,28,28,19,5,4,0.6785714285714286,1.0,75.14736842105263,75.4,0.971875,5.183333333333334,1.5779087167410373,47.78947368421053,7491.736842105263,908,142343,33.413577371048255,264.0,14.610483660605656,14,0.5145702857142309,0.1398863999999792,0.2619979059326575,0,300.0,68.07999999999856,3,0,0,0.7729005106081335
1.0,1.0,0.5,1.5,0.1,5,market,28,26,26,22,0,4,0.7857142857142857,0.9285714285714286,40.13636363636363,38.14999999999999,0.95,5.066666666666666,1.9897697538834456,45.72727272727273,7149.681818181818,1006,157293,51.115940099833594,300.0,6.95667826063381,17,0.5288582857142357,0.18342719999997775,0.2572645174243115,0,300.0,57.439999999998975,3,0,0,0.7886055660959108
1.0,1.0,0.5,1.5,0.1,6,market,28,27,27,22,0,5,0.7857142857142857,0.9642857142857143,37.53636363636363,29.900000000000002,1.0,5.333333333333333,2.5555062599997598,47.86363636363637,7405.045454545455,1053,162911,39.513178036605645,288.5,22.78963261851907,21,0.5339503999999428,0.1938799999999774,0.2316795022639314,0,300.0,53.64799999999925,3,0,0,0.7709521306528512
1.0,1.0,0.5,1.5,0.1,7,market,28,28,28,26,0,2,0.9285714285714286,1.0,30.00384615384616,27.400000000000006,1.0,5.333333333333333,3.5398604838182477,38.53846153846154,5547.615384615385,1002,144238,24.190615640599013,191.0,10.391869281266207,26,0.5015499428570878,0.0966463999999916,0.27419928733158877,0,300.0,77.7759999999974,3,0,0,0.7847720433265457
1.0,1.0,1.0,0.5,0.1,0,market,28,28,28,25,0,3,0.8928571428571429,1.0,44.995999999999995,41.8,0.993125,5.296666666666667,2.356060357495806,41.56,6281.32,1039,157033,39.52752079866888,292.5,17.533370771550462,28,0.5180831999999447,0.145827199999979,0.2537551203026229,0,300.0,65.46399999999889,3,0,0,0.812813078809551
1.0,1.0,1.0,0.5,0.1,1,market,28,26,26,23,0,3,0.8214285714285714,0.9285714285714286,44.08695652173913,40.900000000000006,0.98,5.226666666666667,2.762725657973388,41.65217391304348,6521.173913043478,958,149987,40.99058236272879,292.5,26.857733466774008,17,0.5258932571428084,0.0890511999999886,0.2670068329110957,0,300.0,59.64799999999918,3,0,0,0.7642845703311072
1.0,1.0,1.0,0.5,0.1,2,market,28,28,28,26,0,2,0.9285714285714286,1.0,46.48846153846154,48.45,0.978125,5.216666666666667,3.0639443699324596,36.38461538461539,5796.0,946,150696,43.37008319467555,300.0,6.852845014294906,11,0.5295565714285203,0.13176479999997948,0.2549892282315869,0,300.0,56.91999999999952,3,0,0,0.7939830990395844
1.0,1.0,1.0,0.5,0.1,3,market,28,27,27,23,0,4,0.8214285714285714,0.9642857142857143,48.93478260869565,37.7,0.979375,5.223333333333334,2.138089935299395,43.95652173913044,6613.521739130435,1011,152111,42.619933444259615,292.5,14.963817884333206,23,0.5263659428570949,0.11883039999998093,0.2680816532230857,0,300.0,59.29599999999881,3,0,0,0.7953432969070733
1.0,1.0,1.0,0.5,0.1,4,market,28,27,27,23,0,4,0.8214285714285714,0.9642857142857143,48.24347826086956,45.2,0.96375,5.14,2.4411439272335804,40.73913043478261,6204.739130434783,937,142709,38.94306156405991,300.0,14.316487731628023,17,0.5065453714285127,0.12687679999997964,0.25789872369901806,0,300.0,74.055999999998,3,0,0,0.7819449677628533
1.0,1.0,1.0,0.5,0.1,5,market,28,27,27,24,0,3,0.8571428571428571,0.9642857142857143,39.94583333333333,35.44999999999999,0.97625,5.206666666666667,2.799416848895061,41.291666666666664,6230.958333333333,991,149543,36.383826955074845,300.0,5.564254410002276,19,0.5140653714285184,0.10770079999998429,0.2710949273561288,0,300.0,68.4559999999983,3,0,0,0.7837962316716012
1.0,1.0,1.0,0.5,0.1,6,market,28,24,24,20,0,4,0.7142857142857143,0.8571428571428571,63.55,58.20000000000002,1.0,5.333333333333333,1.7612611437054218,48.15,7683.25,963,153665,43.68405990016641,292.5,7.484808661744281,16,0.5276121142856606,0.12604959999997967,0.25512428753114874,0,300.0,58.367999999998965,3,0,0,0.7663191139419802
1.0,1.0,1.0,0.5,0.1,7,market,28,28,28,27,0,1,0.9642857142857143,1.0,45.588888888888896,40.0,0.97375,5.193333333333333,3.3380918415851206,36.111111111111114,5417.777777777777,975,146280,36.30256239600663,300.0,8.48115499555192,13,0.51327039999995,0.08972799999999383,0.2741112290206795,0,300.0,69.0479999999983,3,0,0,0.7937197395931083
1.0,1.0,1.0,1.5,0.1,0,market,28,27,27,22,0,5,0.7857142857142857,0.9642857142857143,40.99090909090909,35.50000000000001,0.93,4.96,1.927248223318863,47.81818181818182,7299.909090909091,1052,160598,39.57693843594009,300.0,12.016170431868996,29,0.5207044571428047,0.1311631999999795,0.2610389258020935,0,300.0,63.51199999999908,3,0,0,0.7950604678580562
1.0,1.0,1.0,1.5,0.1,1,market,28,25,25,24,1,0,0.8571428571428571,0.8928571428571429,52.98333333333333,58.099999999999994,0.971875,5.183333333333334,2.920721185751553,40.166666666666664,6164.375,964,147945,49.316006655574036,300.0,18.194602015912302,18,0.5190607999999478,0.1157471999999821,0.2625354495632755,0,300.0,64.7359999999989,3,0,0,0.7607441429686205
1.0,1.0,1.0,1.5,0.1,2,market,28,27,27,24,0,3,0.8571428571428571,0.9642857142857143,47.133333333333326,39.849999999999994,0.975,5.2,2.4907993963089563,42.125,6584.875,1011,158037,47.41560732113146,300.0,8.11324621644364,17,0.5294383999999531,0.1143935999999821,0.2686715484651606,0,300.0,57.007999999999186,3,0,0,0.7917964391680784
1.0,1.0,1.0,1.5,0.1,3,market,28,28,28,27,0,1,0.9642857142857143,1.0,48.733333333333334,42.099999999999994,0.995625,5.31,2.5071326821120348,36.74074074074074,5470.592592592592,992,147706,37.21906821963395,292.5,9.873602762602003,20,0.5098649142856548,0.11273919999998457,0.25438243707266706,0,300.0,71.58399999999831,3,0,0,0.8286382965332891
1.0,1.0,1.0,1.5,0.1,4,market,28,25,25,20,0,5,0.7142857142857143,0.8928571428571429,52.04,37.2,0.9425,5.026666666666666,2.1852940772540506,45.35,7106.3,907,142126,38.08349417637271,300.0,13.162660128631314,11,0.5212630857142362,0.11394239999998422,0.26550306875606494,0,300.0,63.09599999999877,3,0,0,0.7525305699263487
1.0,1.0,1.0,1.5,0.1,5,market,28,27,27,24,0,3,0.8571428571428571,0.9642857142857143,41.975,41.150000000000006,0.99125,5.286666666666667,2.747912008810192,39.25,6014.625,942,144351,31.22635607321131,279.0,7.63832848407635,14,0.5111862857142305,0.12619999999997966,0.2680498747622286,0,300.0,70.59999999999809,3,0,0,0.7868246137375624
